feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Burma Summit|Summit|California|Evans Canyon|39.6407346|-120.1189506
Burned Hill|Summit|California|Martis Peak|39.3204079|-120.023302
Burst Rock|Summit|California|Cooper Peak|38.2018894|-119.8745087
Butcher Knife Ridge|Ridge|California|Duckwall Mountain|37.8900513|-120.1066685
Buzzard Roost Ridge|Ridge|California|Blue Nose Mountain|39.8026483|-120.8661756
Cactus Point|Summit|California|Giant Forest|36.5101218|-118.8191242
Cairn Butte|Summit|California|Fredonyer Pass|40.260311|-120.8306668
Camiaca Peak|Summit|California|Dunderberg Peak|38.0600179|-119.3242791
Campbell Mountain|Summit|California|Antelope Mountain|40.5591486|-120.9739217
Canada Hill|Summit|California|Duncan Peak|39.176603|-120.5296154
Cardinal Mountain|Summit|California|Mount Pinchot|36.9994047|-118.4127374
Mount Carillon|Summit|California|Mount Whitney|36.5924211|-118.2779091
Carpenter Ridge|Ridge|California|Independence Lake|39.4154045|-120.3265832
Carson Peak|Summit|California|Mammoth Mountain|37.7475416|-119.1241259
Carson Spur|Summit|California|Caples Lake|38.7028245|-120.100729
Casa Diablo Mountain|Summit|California|Casa Diablo Mountain|37.5784355|-118.5503433
Cascadel Point|Summit|California|Cascadel Point|37.2135188|-119.4506236
Castle Domes|Pillar|California|Mount Pinchot|36.8779913|-118.44871
Castle Peak|Summit|California|Cascadel Point|37.1849465|-119.4424434
Castle Peak|Summit|California|Norden|39.3661517|-120.3517396
Castle Point|Summit|California|Caples Lake|38.7042904|-120.1201957
Castle Rock|Summit|California|Cooper Peak|38.2479231|-119.8380735
Cathedral Spires|Pillar|California|El Capitan|37.7135382|-119.6326656
Cattle Mountain|Summit|California|Cattle Mountain|37.5185248|-119.2320987
Cedar Hill|Summit|California|Cedar Hill|38.1841692|-118.843268
Mount Cedric Wright|Summit|California|Mount Pinchot|36.9040503|-118.3876615
Celina Ridge|Ridge|California|Graniteville|39.4060624|-120.7082054
Center Basin Crags|Pillar|California|Mount Williamson|36.7363231|-118.3473186
Center Peak|Summit|California|Mount Williamson|36.7219282|-118.3626395
Chaix Mountain|Summit|California|Pollock Pines|38.8359027|-120.5757427
Chalk Ridge|Ridge|California|Pike|39.4546099|-120.9874392
Mount Chamberlin|Summit|California|Mount Whitney|36.5335419|-118.3106544
Chaparral Hill|Summit|California|Pegleg Mountain|40.3824188|-120.8822948
Charybdis|Summit|California|Mount Goddard|37.0868537|-118.6681692
Cheese Camp Ridge|Ridge|California|Kyburz|38.8710944|-120.3096165
Cherry Hill|Summit|California|Alleghany|39.4169695|-120.7976426
Cherry Point|Summit|California|Cisco Grove|39.2589197|-120.5123942
Cherry Ridge|Ridge|California|Kibbie Lake|38.1223175|-119.84353
Chimney Rock|Pillar|California|Muir Grove|36.655779|-118.8664918
Chimney Rock|Pillar|California|Mount Fillmore|39.6796177|-120.8160576
Chinese Peak|Summit|California|Huntington Lake|37.2190167|-119.1547139
Chipmunk Bluff|Summit|California|Loon Lake|38.9690679|-120.3381532
Chipmunk Ridge|Ridge|California|Granite Chief|39.1413143|-120.3354582
Chocolate Peak|Summit|California|Mount Thompson|37.1454757|-118.5499034
Church Tower|Pillar|California|El Capitan|37.7143714|-119.6315545
Cisco Butte|Summit|California|Cisco Grove|39.3084416|-120.5623982
Claremont|Summit|California|Quincy|39.8835639|-120.9456699
Mount Clarence King|Summit|California|Mount Clarence King|36.8337534|-118.446185
Clarks Peak|Summit|California|Antelope Lake|40.2060705|-120.5150374
Cloud Splitter|Summit|California|Mount Fillmore|39.6748073|-120.8371971
Clyde Mountain|Summit|California|Blue Canyon|39.3426399|-120.6605847
Coalpit Hill|Summit|California|Buckhorn Peak|37.6998064|-120.1176954
Cock Robin Point|Summit|California|Georgetown|38.9651827|-120.8417768
Cold Spring Hill|Summit|California|Dutch Flat|39.1671978|-120.8644351
Cold Spring Mountain|Summit|California|Cold Spring Mountain|41.0272946|-120.2544176
Colony Peak|Summit|California|Giant Forest|36.5622595|-118.8225981
Colorado Hill|Summit|California|Heenan Lake|38.6704998|-119.7093284
Colosseum Mountain|Summit|California|Aberdeen|36.9071904|-118.3670042
Columbia Hill|Summit|California|Pike|39.3905064|-120.967012
Columbine Peak|Summit|California|North Palisade|37.0891644|-118.5418027
Comb Spur|Ridge|California|Cedar Grove|36.8536343|-118.6294491
Converse Mountain|Summit|California|Hume|36.8190415|-118.9471546
Cony Crags|Ridge|California|Mount Lyell|37.7297843|-119.3554492
Cooks Station Ridge|Ridge|California|Caldor|38.5253864|-120.4334392
Cooper Peak|Summit|California|Cooper Peak|38.2403556|-119.8576044
Copper Mountain|Summit|California|Lundy|38.0452029|-119.1954176
Mount Corcoran|Summit|California|Mount Whitney|36.5385517|-118.2504845
Corlew Mountain|Summit|California|Millerton Lake East|37.0030339|-119.5446961
Corral Mountain|Summit|California|Courtright Reservoir|37.1036423|-118.9172617
Cottage Home Hill|Summit|California|Foresthill|39.095694|-120.7891745
Mount Cotter|Summit|California|Mount Clarence King|36.8187937|-118.4418595
County Line Hill|Summit|California|Blanco Mountain|37.4757393|-118.1835042
Cowtrack Mountain|Summit|California|Cowtrack Mountain|37.9790315|-118.8090545
Coyote Peak|Summit|California|Fredonyer Pass|40.2900011|-120.8323972
Coyote Ridge|Ridge|California|Mount Thompson|37.173102|-118.5186011
Cracked Crag|Summit|California|Pyramid Peak|38.8690692|-120.1299185
Crater Crest|Summit|California|Dunderberg Peak|38.1226594|-119.3371542
Crater Mountain|Summit|California|Lee Vining|37.8780972|-119.0071406
Craycroft Ridge|Ridge|California|Mount Fillmore|39.6713077|-120.7937745
Crescent Hill|Summit|California|Onion Valley|39.8674838|-120.9348564
Crocker Mountain|Summit|California|Portola|39.8738815|-120.4441958
Crocker Point|Summit|California|El Capitan|37.7039594|-119.6591297
Crocker Ridge|Ridge|California|Ackerson Mountain|37.7802652|-119.874654
Mount Crocker|Summit|California|Mount Abbot|37.4829291|-118.8253923
Crook Mountain|Summit|California|Millerton Lake East|37.0723412|-119.6177358
Crows Nest|Summit|California|Norden|39.2970056|-120.350081
Crystal Crag|Summit|California|Crystal Crag|37.5910432|-119.0137291
Crystal Peak|Summit|California|Dog Valley|39.5578787|-120.0884803
Cuckoo Ridge|Ridge|California|Greek Store|39.0767726|-120.6147088
Dalton Mountain|Summit|California|Luckett Mountain|36.7745622|-119.2412398
Darby Knob|Summit|California|Murphys|38.1713201|-120.3851628
Darling Ridge|Ridge|California|Georgetown|38.9111604|-120.7758805
Mount Darwin|Summit|California|Mount Darwin|37.1670216|-118.672388
Mount Davis|Summit|California|Mount Ritter|37.7149889|-119.2193819
Deadman Peak|Summit|California|Haypress Valley|39.6163936|-120.5541566
Deadwood Peak|Summit|California|Ahwahnee|37.3135128|-119.6858159
Deadwood Peak|Summit|California|Mount Fillmore|39.6732061|-120.8745508
Deadwood Ridge|Ridge|California|Westville|39.1674456|-120.6300446
Deans Ridge|Ridge|California|Gallatin Peak|40.56754|-120.7273552
Deer Knob|Summit|California|Robbs Peak|38.8897832|-120.4335602
Deer Mountain|Summit|California|Mammoth Mountain|37.6985395|-119.0120714
Deer Ridge|Ridge|California|Giant Forest|36.549424|-118.7800232
Democrat Peak|Summit|California|Mount Fillmore|39.6681871|-120.8452755
Devil Peak|Summit|California|Devil Peak|38.9586541|-120.5472799
Devils Nose|Summit|California|Devils Nose|38.4627932|-120.4205088
Devils Table|Summit|California|Mount Givens|37.3385249|-119.0289588
Devils Top|Summit|California|Crystal Crag|37.5216012|-119.0301123
Dewey Point|Summit|California|El Capitan|37.7039958|-119.6501655
Diamond Mountain|Summit|California|Diamond Mountain|40.3124543|-120.6937653
Diamond Peak|Summit|California|Mount Clarence King|36.8263593|-118.3902722
Dinkey Dome|Summit|California|Dinkey Creek|37.1150988|-119.131553
Dinkey Mountain|Summit|California|Dinkey Creek|37.0290436|-119.1621521
Mount Disney|Summit|California|Norden|39.294622|-120.3407435
Doaks Ridge|Ridge|California|Caldor|38.5301261|-120.3835323
Dogtooth Peak|Summit|California|Dogtooth Peak|37.1540764|-119.03959
Dome Hill|Summit|California|Dome Hill|38.364398|-119.0874855
Donner Peak|Summit|California|Norden|39.3087392|-120.3124752
Donner Ridge|Ridge|California|Norden|39.3459093|-120.281055
Donohue Peak|Summit|California|Koip Peak|37.7747553|-119.2330515
Double Peak|Summit|California|Crystal Crag|37.5105247|-119.037398
Dougherty Peak|Summit|California|Marion Peak|36.9213023|-118.5467761
Dragon Peak|Summit|California|Mount Clarence King|36.7898467|-118.3758937
Mount Dubois|Summit|California|Boundary Peak|37.783259|-118.3431596
Duckwall Mountain|Summit|California|Duckwall Mountain|37.9685874|-120.1197247
Duckwall Ridge|Ridge|California|Duckwall Mountain|37.9685339|-120.1197218
Duncan Peak|Summit|California|Duncan Peak|39.1544926|-120.5125188
Dunderberg Peak|Summit|California|Dunderberg Peak|38.064445|-119.2742886
Eagle Peak|Summit|California|El Portal|37.6878966|-119.7888438
Eagle Rock|Summit|California|Kyburz|38.7679853|-120.268406
East Claremont|Summit|California|Quincy|39.8851506|-120.9310117
Echo Peak|Summit|California|Echo Lake|38.856402|-120.0733571
El Capitan|Summit|California|El Capitan|37.7421309|-119.6358948
Electra Peak|Summit|California|Mount Lyell|37.7052075|-119.2601723
Elephant Rock|Pillar|California|El Capitan|37.713816|-119.7146147
Elephants Back|Summit|California|Carson Pass|38.6784131|-119.9831181
Elephants Head|Summit|California|Loyalton|39.6977933|-120.1999936
Ellis Peak|Summit|California|Homewood|39.0686183|-120.1980866
Mount Elwell|Summit|California|Gold Lake|39.7081926|-120.689142
Ely Mountain|Summit|California|Musick Mountain|37.1583901|-119.2726077
Emerson Peak|Summit|California|Emerson Peak|41.2378333|-120.1637926
End of the World|Ridge|California|Greek Store|39.0345765|-120.6003612
English Mountain|Summit|California|English Mountain|39.4463516|-120.5511384
Erie Point|Ridge|California|Alleghany|39.4076363|-120.7537586
Mount Etna|Summit|California|Mount Fillmore|39.7456238|-120.8376447
Eureka Ridge|Ridge|California|Gold Lake|39.7454395|-120.7440714
Evans Peak|Summit|California|Moonlight Peak|40.1770921|-120.8484886
Excelsior Mountain|Summit|California|Dunderberg Peak|38.0245814|-119.3053916
Fall Creek Mountain|Summit|California|Graniteville|39.4051607|-120.6283807
Farnham Ridge|Ridge|California|Caldor|38.5360452|-120.4626873
Ferguson Ridge|Ridge|California|Kinsley|37.6251713|-119.8891669
Fiddle Creek Ridge|Ridge|California|Goodyears Bar|39.5570688|-120.9252315
Mount Fillmore|Summit|California|Mount Fillmore|39.7301836|-120.852843
Fin Dome|Summit|California|Mount Clarence King|36.8135563|-118.4123019
Finger Board|Summit|California|Onion Valley|39.8163594|-120.8948736
Finger Peak|Summit|California|Mount Goddard|37.029844|-118.7302526
Fir Hill|Summit|California|English Mountain|39.4773255|-120.5960549
First Sugarloaf|Summit|California|Foresthill|39.1029703|-120.8688783
Fish Springs Hill|Summit|California|Fish Springs|37.0856883|-118.2905398
Mount Fiske|Summit|California|Mount Darwin|37.1365692|-118.6678353
Flagpole Peak|Summit|California|Echo Lake|38.8460301|-120.0569033
Flatiron Butte|Summit|California|Buckeye Ridge|38.1969916|-119.4926014
Fleming Mountain|Summit|California|Mount Henry|37.1586703|-118.8580538
Mount Florence|Summit|California|Mount Lyell|37.7397718|-119.3160333
Flume Peak|Summit|California|Musick Mountain|37.1441729|-119.3340209
Foerster Peak|Summit|California|Mount Lyell|37.6900209|-119.2907511
Forestdale Divide|Ridge|California|Carson Pass|38.6574086|-119.9703518
Forgay Point|Summit|California|Greenville|40.1275157|-120.9058838
Fort Mountain|Summit|California|Fort Mountain|38.3430318|-120.4738442
Foster Mountain|Summit|California|Garden Valley|38.8282796|-120.8274413
Foster Ridge|Ridge|California|Dogtooth Peak|37.1629095|-119.1172399
Four Cornered Peak|Summit|California|Kyburz|38.8584131|-120.2881672
Fox Mountain|Summit|California|Antelope Mountain|40.5677666|-120.8873322
Fredonger Butte|Summit|California|Roop Mountain|40.3837755|-120.8462673
Freel Peak|Summit|California|Freel Peak|38.8574287|-119.9001228
French Hill|Summit|California|Greenwood|38.939288|-120.9264033
Fruit Ridge|Ridge|California|Camino|38.7430069|-120.7263321
Frys Point|Summit|California|Giant Forest|36.5076504|-118.8431922
Mount Gabb|Summit|California|Mount Abbot|37.3766314|-118.8027365
Gabbro Peak|Summit|California|Dunderberg Peak|38.0738552|-119.3125498
Gallatin Peak|Summit|California|Gallatin Peak|40.5645131|-120.7414572
Mount Gardiner|Summit|California|Mount Clarence King|36.8060998|-118.4591916
Garnet Hill|Summit|California|Garnet Hill|38.4797395|-120.2531308
Gaston Ridge|Ridge|California|Graniteville|39.4101536|-120.7349846
Gemini|Summit|California|Mount Hilgard|37.2965523|-118.8169867
Georgetown Divide|Ridge|California|Georgetown|38.9165197|-120.7637942
Mount Gibbs|Summit|California|Mount Dana|37.8770935|-119.2118359
Gibraltar|Summit|California|Mount Fillmore|39.7125364|-120.777215
Gibsonville Ridge|Ridge|California|Blue Nose Mountain|39.7770361|-120.8707151
Mount Gilbert|Summit|California|Mount Thompson|37.1363688|-118.5982233
Gillett Mountain|Summit|California|Kibbie Lake|38.113935|-119.7928336
Giraud Peak|Summit|California|North Palisade|37.0772971|-118.564477
Mount Givens|Summit|California|Mount Givens|37.2787129|-119.0552313
Glacier Divide|Ridge|California|Mount Darwin|37.2061117|-118.7023458
Glass Mountain|Summit|California|Glass Mountain|37.7748418|-118.7085782
Goat Crest|Ridge|California|The Sphinx|36.874276|-118.579888
Goat Mountain|Summit|California|La Porte|39.7199073|-120.9586297
Goat Mountain|Summit|California|Roop Mountain|40.4206714|-120.8238316
Goddard Divide|Ridge|California|Mount Goddard|37.1028611|-118.7199436
Mount Goddard|Summit|California|Mount Goddard|37.1029149|-118.7198836
Gold Note Ridge|Ridge|California|Caldor|38.5422883|-120.3952552
Goodale Mountain|Summit|California|Mount Pinchot|36.9721692|-118.385438
Mount Goode|Summit|California|North Palisade|37.1230273|-118.5681061
Mount Gould|Summit|California|Mount Clarence King|36.7797763|-118.3778757
Government Ridge|Ridge|California|Riverton|38.8690989|-120.4883591
Graham Mountain|Summit|California|Bass Lake|37.3574722|-119.5171579
Granite Chief|Summit|California|Granite Chief|39.1981842|-120.2870868
Granite Dome|Summit|California|Emigrant Lake|38.2153258|-119.7460174
Granite Stairway|Summit|California|Cattle Mountain|37.5949323|-119.1256749
Grapevine Point|Summit|California|Duckwall Mountain|37.8909398|-120.1243187
Grass Valley Bald Mountain|Summit|California|Onion Valley|39.755033|-120.9826757
Grey Butte|Summit|California|Dunderberg Peak|38.0518101|-119.3481821
Green Mountain|Summit|California|Cattle Mountain|37.568874|-119.2473619
Greens Peak|Summit|California|Gallatin Peak|40.506883|-120.7053444
Grizzly Peak|Summit|California|Downieville|39.5550651|-120.8697012
Grizzly Ridge|Ridge|California|Mount Ingalls|39.9272841|-120.6934342
Gunsight|Pillar|California|El Capitan|37.7174269|-119.6423886
Mount Guyot|Summit|California|Mount Whitney|36.5092345|-118.3626407
Mount Haeckel|Summit|California|Mount Darwin|37.1509924|-118.6610067
Halleck Hill|Summit|California|Columbia|38.065084|-120.4890951
Hamilton Mountain|Summit|California|Fredonyer Pass|40.3167657|-120.8518866
Hammell Point|Ridge|California|Foresthill|39.0738478|-120.8476646
Harmon Peak|Summit|California|Pine Flat Dam|36.7853076|-119.3250026
Harmony Ridge|Ridge|California|North Bloomfield|39.3046612|-120.9152904
Harper Hill|Summit|California|Adin|41.2432841|-120.9589932
Mount Harrington|Summit|California|Cedar Grove|36.870005|-118.7336448
Haskell Peak|Summit|California|Clio|39.6623292|-120.5526182
Haskell Peak|Summit|California|Evans Canyon|39.7117848|-120.0941911
Hat Mountain|Summit|California|Emerson Peak|41.1488478|-120.1268289
Hawkins Peak|Summit|California|Markleeville|38.7385116|-119.8724313
Hayford Hill|Summit|California|Chicago Park|39.1422753|-120.9025767
Haystack Mountain|Summit|California|English Mountain|39.4187889|-120.5853487
Hells Hollow Ridge|Ridge|California|Groveland|37.8048431|-120.174934
Hells Mountain|Summit|California|Cherry Lake North|38.073449|-119.9168002
Mount Henry|Summit|California|Mount Henry|37.1831905|-118.8272365
Hetch Hetchy Dome|Summit|California|Lake Eleanor|37.9654229|-119.7526811
High Commission|Summit|California|Downieville|39.565936|-120.8148071
High Peak|Summit|California|Heenan Lake|38.7063099|-119.6277874
Hildreth Mountain|Summit|California|Millerton Lake West|37.1204647|-119.6388919
Mount Hilgard|Summit|California|Mount Hilgard|37.3603118|-118.8269322
Mount Hitchcock|Summit|California|Mount Whitney|36.5548662|-118.3118521
Hobron Hill|Summit|California|Jawbone Ridge|37.7939469|-120.1119917
Hogan Mountain|Summit|California|Fish Camp|37.4858708|-119.666682
Hogback|Ridge|California|Duncan Peak|39.1873342|-120.5934326
Hoist Ridge|Ridge|California|Hume|36.781549|-118.9622732
Mount Hooper|Summit|California|Florence Lake|37.2921788|-118.8951063
Mount Hopkins|Summit|California|Mount Abbot|37.4637675|-118.8133827
Horse Mountain|Summit|California|Emerson Peak|41.2174716|-120.1349705
Horse Ridge|Ridge|California|Mariposa Grove|37.6164577|-119.5363676
Horton Ridge|Ridge|California|Dixie Mountain|39.8828866|-120.3273069
Hotchkiss Hill|Summit|California|Georgetown|38.9133727|-120.8140838
